"Keyword Report fixed 20260708a (2026-06-08 - 2026-07-08)"
CampaignName	AdGroupName	Criteria	CriteriaId	Impressions	Clicks	Ctr	AvgCpc	Cost	Conversions	CostPerConversion
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стальные перегородки	[металлические] [перегородки] [межкомнатные]	57457485035	3	1	33.33	58.73	58.73	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стальные перегородки	[перегородки] [стали]	57457485033	11	1	9.09	491.63	491.63	1	491.63
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стальные перегородки	[стальные] [перегородки] -заказ	57457485032	18	1	5.56	232.95	232.95	1	232.95
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стационарные перегородки	---autotargeting	205760700611	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стационарные перегородки	[неподвижные] [перегородки]	57457485041	6	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стационарные перегородки	[стационарная] [перегородка] [зонирования]	57457485043	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стационарные перегородки	[стационарные] [перегородки] -заказ -зонирования -цена	57457485039	20	1	5.00	72.41	72.41	1	72.41
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Стационарные перегородки	[стационарные] [перегородки] [заказ]	57457485040	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Цветные декоративные перегородки	[тонированные] [перегородки] -стекла	57457485052	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | Поиск | НБ=5т.р. | mCPC |	Цветные декоративные перегородки	[цветные] [перегородки] -декоративные -стекла	57457485049	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Лофт перегородки	---autotargeting	205763918824	69	2	2.90	191.97	383.94	2	191.97
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Лофт перегородки	[лофт] [перегородки] [зонирования]	57506447664	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Лофт перегородки	лофт перегородки -дверью -заказ -зонирования -купить -производителя -раздвижные -стеклянные -стеллаж -стиле -цена	57515575097	6	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Лофт перегородки	лофт перегородки зонирования	57515575104	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	---autotargeting	205763918825	812	11	1.35	144.64	1591.03	10	159.10
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	[межкомнатные] [перегородки] -гармошка -дверью -заказ -зеркальные -каскадная -квартиру -купить -металлические -москве -производителя -раздвижные -стеклянные -цена	57506447669	11	1	9.09	95.14	95.14	1	95.14
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	[межкомнатные] [перегородки] [квартиру]	57506447675	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	[межкомнатные] [перегородки] [москве]	57506447673	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	[стеклянные] [межкомнатные] [перегородки]	57506447676	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	межкомнатные перегородки -гармошка -дверью -заказ -зеркальные -каскадная -квартиру -купить -металлические -москве -производителя -раздвижные -стеклянные -цена	57515575109	57	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	межкомнатные перегородки квартиру	57515575115	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Межкомнатные перегородки	стеклянные межкомнатные перегородки	57515575116	10	1	10.00	118.62	118.62	1	118.62
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки	---autotargeting	205763918826	136	1	0.74	41.36	41.36	1	41.36
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки	[перегородки] [заказ] -арочные -гармошка -дверью -дизайнерские -зеркальные -зонирования -каскадные -лофт -матовые -межкомнатные -радиусные -раздвижные -размерам -распашные -складные -стальные -стационарные -стеллаж -телескопические -эксклюзивные	57506447677	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки	перегородки заказ -арочные -гармошка -дверью -дизайнерские -зеркальные -зонирования -каскадные -лофт -матовые -межкомнатные -радиусные -раздвижные -размерам -распашные -складные -стальные -стационарные -стеллаж -телескопические -эксклюзивные	57515575117	11	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки	производство перегородок -раздвижные	57515575120	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Арочные перегородки	---autotargeting	205763918827	21	1	4.76	92.52	92.52	1	92.52
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Арочные перегородки	арочные перегородки -дверью -заказ -купить -москве -стекла -стеклянные -цена	57515575123	1	1	100.00	151.86	151.86	1	151.86
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Арочные перегородки	арочные перегородки стекла	57515575125	2	1	50.00	60.54	60.54	1	60.54
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Дизайнерские перегородки	---autotargeting	205763918828	1790	26	1.45	197.75	5141.51	23	223.54
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Дизайнерские перегородки	[дизайнерские] [перегородки] [зонирования]	57506447696	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Дизайнерские перегородки	дизайнерские перегородки -заказ -зонирования -купить -москве -стеклянные -цена	57515575133	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Дизайнерские перегородки	дизайнерские перегородки зонирования	57515575136	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Зеркальные перегородки	---autotargeting	205763918829	84	1	1.19	27.76	27.76	1	27.76
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Зеркальные перегородки	[зеркальные] [перегородки] -заказ -зонирования -изготовление -комнату -купить -межкомнатные -москве -раздвижные -цена	57506447703	1	1	100.00	324.08	324.08	1	324.08
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Зеркальные перегородки	зеркальные перегородки -заказ -зонирования -изготовление -комнату -купить -межкомнатные -москве -раздвижные -цена	57515575143	5	1	20.00	83.45	83.45	1	83.45
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	---autotargeting	205763918830	1605	18	1.12	124.28	2237.13	16	139.82
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	перегородки стекло металл -лофт	57515575153	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Матовые перегородки	---autotargeting	205763918831	3	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Матовые перегородки	[матовые] [перегородки] -заказ -зонирования -купить -москве -производителя -цена	57506447714	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Матовые перегородки	матовые перегородки -заказ -зонирования -купить -москве -производителя -цена	57515575154	13	1	7.69	91.09	91.09	1	91.09
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Матовые перегородки	матовые перегородки зонирования	57515575158	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Матовые перегородки	матовые перегородки москве	57515575159	3	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	---autotargeting	205763918832	2026	45	2.22	132.77	5974.47	40	149.36
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	[перегородки] [зонирования] -гармошка -дизайнерские -заказ -зеркальные -каскадная -квартиры -комнаты -купить -лофт -матовые -металлические -мобильные -передвижные -пространства -раздвижные -складные -стационарная -стеклянные -стеллаж -студии -телескопическая	57506447721	6	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	[перегородки] [зонирования] [комнаты] -раздвижные -стеллаж -цена	57506447727	5	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	[перегородки] [зонирования] [пространства]	57506447722	4	1	25.00	397.52	397.52	1	397.52
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования -гармошка -дизайнерские -заказ -зеркальные -каскадная -квартиры -комнаты -купить -лофт -матовые -металлические -мобильные -передвижные -пространства -раздвижные -складные -стационарная -стеклянные -стеллаж -студии -телескопическая	57515575161	28	1	3.57	71.89	71.89	1	71.89
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования квартиры	57515575163	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования комнаты -раздвижные -стеллаж -цена	57515575167	46	1	2.17	264.91	264.91	1	264.91
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования купить	57515575164	15	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования пространства	57515575162	21	1	4.76	254.66	254.66	1	254.66
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	перегородки зонирования студии	57515575169	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки для зонирования комнаты	стеклянные перегородки зонирования	57515575168	13	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	---autotargeting	205763918833	371	1	0.27	16.14	16.14	1	16.14
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	[перегородки] [дверью] -арочная -заказ -купить -лофт -маятниковой -межкомнатная -раздвижной -распашной -стеклянные -цена	57506447730	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	межкомнатная перегородка дверью	57515575175	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	перегородка стеклянной дверью	57515575176	5	1	20.00	124.48	124.48	1	124.48
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	перегородки дверью -арочная -заказ -купить -лофт -маятниковой -межкомнатная -раздвижной -распашной -стеклянные -цена	57515575170	16	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	перегородки дверью заказ	57515575173	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	перегородки раздвижной дверью -вместо -стеклянные	57515575178	13	1	7.69	923.55	923.55	1	923.55
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с дверью	стеклянные перегородки дверью -раздвижные -распашная -со	57515575171	6	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки с декоративным стеклом	---autotargeting	205763918834	2402	44	1.83	196.32	8638.02	35	246.80
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-гармошки	---autotargeting	205763918835	3304	120	3.63	119.88	14385.47	107	134.44
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-гармошки	[перегородка] [гармошка] [зонирования]	57506447748	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-гармошки	[перегородки] [гармошка] -заказ -зонирования -купить -межкомнатная -складные -стеклянные	57506447745	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-гармошки	перегородка гармошка межкомнатная	57515575189	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Телескопические перегородки	---autotargeting	205763918836	23	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	---autotargeting	205763918837	20	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	[каскадные] [раздвижные] [перегородки]	57506447763	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	каскадная перегородка зонирования	57515575213	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	каскадные перегородки -заказ -зонирования -купить -межкомнатная -москва -производителя -раздвижные -установкой -цена	57515575211	2	1	50.00	75.52	75.52	1	75.52
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	каскадные перегородки купить	57515575209	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	каскадные раздвижные перегородки	57515575203	5	1	20.00	111.17	111.17	1	111.17
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Каскадные перегородки	перегородка каскад	57515575212	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	---autotargeting	205763918838	1636	48	2.93	144.29	6925.73	41	168.92
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижная] [стеклянная] [перегородка] [комнату]	57506447807	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижные] [перегородки] -гардеробной -гостиную -дверью -заказ -заказать -замер -зеркальные -зонирования -изготовление -каскадные -квартиру -купе -купить -лофт -межкомнатные -монтажом -Москве -недорого -офиса -проем -производителя -производство -размерам -стеклянные -стоимость -студию -телескопические -установкой -цена	57506447774	8	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижные] [перегородки] [зонирования] -комнаты -межкомнатные	57506447794	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижные] [перегородки] [зонирования] [комнаты]	57506447795	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижные] [перегородки] [межкомнатные] -зонирования	57506447776	4	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	[раздвижные] [стеклянные] [перегородки] -двери -комнату	57506447775	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	откатные перегородки	57515575252	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки -гардеробной -гостиную -дверью -заказ -заказать -замер -зеркальные -зонирования -изготовление -каскадные -квартиру -купе -купить -лофт -межкомнатные -монтажом -Москве -недорого -офиса -проем -производителя -производство -размерам -стеклянные -стоимость -студию -телескопические -установкой -цена	57515575214	45	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки гардеробной	57515575242	3	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки гостиную	57515575239	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки зонирования -комнаты -межкомнатные	57515575234	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки зонирования комнаты	57515575235	9	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки квартиру	57515575237	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки купить	57515575217	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки между кухней гостиной	57515575240	1	1	100.00	62.88	62.88	1	62.88
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки межкомнатные -зонирования	57515575216	37	1	2.70	97.90	97.90	1	97.90
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки Москве	57515575244	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки проем	57515575245	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные перегородки цена	57515575218	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	раздвижные стеклянные перегородки -двери -комнату	57515575215	4	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Раздвижные перегородки	стеклянные раздвижные двери перегородки	57515575248	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-стеллажи	---autotargeting	205763918839	3048	99	3.25	70.73	7002.67	86	81.43
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-стеллажи	стеллаж перегородка зонирования -комнаты -цена	57515575253	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-стеллажи	стеллаж перегородка зонирования комнаты	57515575254	3	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки-стеллажи	стеллаж перегородка купить	57515575256	2	1	50.00	205.73	205.73	1	205.73
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Распашные перегородки	---autotargeting	205763918840	21	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Распашные перегородки	[распашные] [стеклянные] [перегородки] -дверью	57506447825	1	1	100.00	527.84	527.84	1	527.84
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Распашные перегородки	распашная стеклянная перегородка дверью	57515575270	3	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	---autotargeting	205763918841	68	2	2.94	69.82	139.64	2	69.82
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	[складные] [перегородки] -гармошка -заказ -зонирования -москве -стеклянные -цена	57506447835	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	[складные] [перегородки] [гармошка]	57506447836	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	[складные] [перегородки] [зонирования]	57506447834	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	складные перегородки гармошка	57515575276	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	складные перегородки зонирования	57515575274	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Складные перегородки	складные стеклянные перегородки	57515575272	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стальные перегородки	---autotargeting	205763918842	55	1	1.82	31.97	31.97	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стальные перегородки	[металлические] [перегородки] -зонирования -межкомнатные -стеллаж -черные	57506447840	4	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стальные перегородки	металлические перегородки -зонирования -межкомнатные -стеллаж -черные	57515575280	11	1	9.09	160.91	160.91	1	160.91
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стальные перегородки	перегородки стали	57515575282	1	1	100.00	222.07	222.07	1	222.07
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стальные перегородки	стальные перегородки -заказ	57515575281	2	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Стационарные перегородки	---autotargeting	205763918843	660	5	0.76	179.81	899.06	4	224.76
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Цветные декоративные перегородки	---autotargeting	205763918844	11	1	9.09	342.44	342.44	1	342.44
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Цветные декоративные перегородки	[тонированные] [перегородки] -стекла	57506447856	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Цветные декоративные перегородки	[цветные] [перегородки] -декоративные -стекла	57506447854	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Цветные декоративные перегородки	тонированные перегородки -стекла	57515575296	1	0	0.00	--	0.00	0	--
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Цветные декоративные перегородки	цветные перегородки -декоративные -стекла	57515575294	2	0	0.00	--	0.00	0	--
Total rows: 270
